order_id,customer_id,order_time,order_status,payment_method,discount_amount,delivery_days
O003835,C00032,2025-04-19 05:06:18,已完成,支付宝,27.9,3
O003836,C00295,2025-12-24 07:59:48,已完成,微信支付,60.6,4
O003837,C00170,2025-07-13 01:19:00,已完成,微信支付,72.55,2
O003838,C00774,2024-11-22 03:56:47,已完成,货到付款,0.91,5
O003839,C00044,2025-06-03 12:16:15,待发货,微信支付,9.87,3
O003840,C01349,2025-04-27 00:15:05,已完成,微信支付,15.24,3
O003841,C00411,2024-09-10 11:01:05,已完成,支付宝,70.86,6
O003842,C01109,2025-02-25 01:26:41,已完成,支付宝,43.65,3
O003843,C00193,2024-06-12 03:56:02,已完成,微信支付,24.88,5
O003844,C01581,2024-03-29 16:53:31,待发货,支付宝,3.53,4
O003845,C01802,2025-06-23 00:18:56,已取消,支付宝,2.84,3
O003846,C01760,2024-10-22 08:24:35,已完成,银行卡,46.2,3
O003847,C00292,2025-07-07 04:40:20,已完成,支付宝,0.0,7
O003848,C00025,2025-01-13 01:57:53,已完成,微信支付,30.85,4
O003849,C00691,2025-08-12 04:36:04,已完成,银行卡,23.01,5
O003850,C00407,2025-06-27 02:12:14,已完成,支付宝,64.52,1
O003851,C01932,2025-07-13 01:21:10,已完成,支付宝,69.24,4
O003852,C00596,2024-11-21 15:43:00,已取消,微信支付,30.68,5
O003853,C01367,2025-12-05 02:01:57,已退款,支付宝,59.86,3
O003854,C00818,2024-11-06 22:35:12,已完成,微信支付,69.56,3
O003855,C00270,2025-08-01 11:46:04,已完成,支付宝,30.45,3
O003856,C01932,2025-01-14 09:20:54,已完成,微信支付,12.86,6
O003857,C00556,2024-06-26 21:32:57,已完成,支付宝,29.47,3
O003858,C01031,2025-05-05 18:43:12,已完成,微信支付,4.98,5
O003859,C01777,2024-12-26 10:35:24,已完成,支付宝,2.85,2
O003860,C01159,2024-07-16 23:01:40,已完成,支付宝,65.99,6
O003861,C01500,2024-10-20 12:35:25,已完成,微信支付,68.22,6
O003862,C00620,2024-05-23 16:13:47,已完成,银行卡,51.79,2
O003863,C01867,2025-12-23 23:44:14,已完成,支付宝,68.54,6
O003864,C00859,2025-05-15 17:15:48,已完成,支付宝,74.84,7
O003865,C01168,2024-06-01 14:58:33,已完成,支付宝,54.91,5
O003866,C01283,2025-07-13 14:07:00,已完成,未知,72.93,5
O003867,C00329,2025-04-18 15:53:37,已完成,银行卡,73.57,4
O003868,C00858,2025-06-18 23:02:00,已完成,支付宝,21.96,6
O003869,C00556,2025-04-05 16:40:50,已完成,货到付款,76.0,6
O003870,C00337,2024-03-05 07:21:59,已完成,微信支付,78.71,3
O003871,C01780,2024-06-12 00:11:09,已完成,银行卡,22.38,3
O003872,C01548,2025-07-15 18:13:31,已完成,支付宝,50.2,3
O003873,C00195,2025-07-06 11:02:20,已完成,微信支付,17.62,4
O003874,C00025,2025-07-06 09:07:03,已完成,支付宝,31.5,7
O003875,C01038,2024-01-18 22:23:40,已完成,微信支付,49.92,2
O003876,C01544,2025-08-09 03:09:01,已完成,银行卡,3.0,4
O003877,C01335,2024-12-02 00:58:01,已取消,银行卡,51.71,5
O003878,C00725,2025-06-08 17:49:48,已完成,支付宝,38.88,4
O003879,C01834,2024-07-21 22:28:16,已完成,微信支付,9.9,4
O003880,C00337,2025-07-16 19:05:54,已完成,货到付款,54.77,5
O003881,C00592,2025-12-20 20:59:35,已完成,银行卡,75.4,4
O003882,C01370,2024-07-08 20:43:31,已完成,支付宝,0.18,4
O003883,C00638,2025-07-26 16:10:24,已完成,微信支付,35.02,5
O003884,C00598,2025-04-20 22:03:22,已退款,支付宝,10.09,2
O003885,C00704,2024-07-22 08:37:13,已取消,微信支付,16.56,3
O003886,C01145,2024-08-07 17:02:42,已完成,银行卡,39.33,7
O003887,C01754,2025-06-22 02:36:36,已退款,微信支付,23.3,4
O003888,C01317,2024-07-30 12:26:01,已完成,未知,51.93,3
O003889,C00610,2024-02-22 06:52:19,已完成,微信支付,21.12,4
O003890,C00337,2025-09-30 22:22:53,待发货,支付宝,62.1,7
O003891,C01983,2025-04-08 10:26:29,已完成,支付宝,14.68,4
O003892,C01818,2025-07-09 05:32:15,已完成,银行卡,72.58,4
O003893,C00124,2025-04-19 13:58:13,已发货,银行卡,32.01,5
O003894,C01526,2025-02-09 01:42:11,已完成,微信支付,4.44,2
O003895,C01472,2025-07-16 03:40:51,已完成,微信支付,7.98,5
O003896,C00017,2024-02-06 10:18:18,已完成,微信支付,42.64,2
O003897,C00629,2024-08-20 15:28:17,待发货,银行卡,72.88,6
O003898,C00592,2025-05-04 13:11:03,已完成,银行卡,41.23,7
O003899,C00563,2025-11-17 01:23:53,已完成,微信支付,36.01,3
O003900,C01120,2024-11-01 16:49:23,已完成,微信支付,61.82,1
O003901,C00287,2025-12-15 01:05:42,已发货,银行卡,0.0,4
O003902,C01159,2025-07-07 19:09:42,已完成,支付宝,54.13,7
O003903,C00398,2025-01-09 00:35:21,已完成,支付宝,17.46,5
O003904,C01949,2024-11-21 00:47:29,已发货,微信支付,67.63,6
O003905,C00382,2024-05-01 12:58:06,已完成,微信支付,70.51,5
O003906,C00122,2025-04-27 19:35:40,已完成,微信支付,15.57,4
O003907,C01979,2024-02-26 18:39:40,已完成,支付宝,11.49,2
O003908,C01378,2024-11-21 14:17:12,已完成,支付宝,57.87,5
O003909,C01529,2024-06-27 04:24:11,已完成,微信支付,52.23,3
O003910,C01327,2025-11-30 22:18:23,已完成,支付宝,49.73,5
O003911,C00122,2024-10-02 00:06:41,已完成,未知,40.75,6
O003912,C00693,2025-01-14 08:22:31,已完成,微信支付,10.32,6
O003913,C01957,2024-10-14 18:13:03,已完成,微信支付,57.56,7
O003914,C01311,2024-05-06 14:35:34,已完成,微信支付,12.99,4
O003915,C00086,2024-09-22 18:45:42,已完成,货到付款,43.43,7
O003916,C00134,2025-07-22 18:58:11,已完成,微信支付,27.73,4
O003917,C00910,2025-05-01 22:52:26,已完成,微信支付,26.53,6
O003918,C01526,2024-11-30 12:19:48,已完成,银行卡,66.58,3
O003919,C01814,2025-08-19 19:56:19,已完成,微信支付,36.5,3
O003920,C01448,2024-01-06 03:56:05,已完成,微信支付,39.48,5
O003921,C01526,2025-08-24 04:30:55,已完成,微信支付,71.7,4
O003922,C00443,2024-03-04 01:12:05,已完成,微信支付,44.68,6
O003923,C00202,2025-09-27 04:46:03,已完成,微信支付,64.1,4
O003924,C00181,2025-11-21 02:06:14,已完成,支付宝,69.03,2
O003925,C00603,2025-08-18 19:21:45,已完成,支付宝,55.61,4
O003926,C00526,2024-01-23 11:31:39,已完成,微信支付,11.52,3
O003927,C00408,2025-02-18 10:51:14,已完成,银行卡,9.54,6
O003928,C00763,2025-08-25 15:58:04,已完成,微信支付,34.74,3
O003929,C01171,2025-03-06 08:49:57,已完成,支付宝,5.06,6
O003930,C01526,2024-09-29 13:29:00,已完成,微信支付,24.06,4
O003931,C01777,2024-12-28 00:05:55,已完成,微信支付,16.68,2
O003932,C00617,2024-03-23 17:47:28,已完成,支付宝,3.09,7
O003933,C00182,2025-01-21 20:51:11,已完成,微信支付,31.93,3
O003934,C00245,2024-02-02 00:28:20,已完成,微信支付,19.93,3
O003935,C00554,2025-05-16 01:33:18,已完成,支付宝,8.16,5
O003936,C01766,2024-10-28 03:51:09,已完成,银行卡,58.42,3
O003937,C01061,2024-06-07 14:07:25,已完成,支付宝,73.01,5
O003938,C01209,2024-01-21 18:48:39,已发货,微信支付,49.66,4
O003939,C00610,2025-11-06 19:30:28,已完成,微信支付,74.35,3
O003940,C01957,2025-03-15 18:41:38,已完成,支付宝,13.32,5
O003941,C01143,2025-05-17 13:11:58,已完成,微信支付,61.45,2
O003942,C00844,2025-07-22 16:36:07,已完成,微信支付,32.69,1
O003943,C01571,2025-05-04 06:16:44,已完成,支付宝,39.16,3
O003944,C01476,2024-11-09 17:31:13,已完成,货到付款,53.14,2
O003945,C00384,2025-05-05 04:31:01,已完成,银行卡,62.68,2
O003946,C00659,2024-07-08 23:57:21,待发货,微信支付,4.79,7
O003947,C01436,2025-03-19 01:40:23,已完成,银行卡,31.05,4
O003948,C00017,2024-06-12 22:33:59,已完成,微信支付,61.2,3
O003949,C01548,2025-11-04 11:24:20,已完成,银行卡,42.8,4
O003950,C01777,2025-02-02 15:20:46,已发货,支付宝,27.34,3
O003951,C01381,2024-06-25 03:39:56,已发货,支付宝,3.24,2
O003952,C01831,2025-05-12 07:52:20,已完成,微信支付,0.59,4
O003953,C00953,2024-03-31 20:34:10,已完成,支付宝,34.01,6
O003954,C01136,2024-11-26 00:39:57,已取消,支付宝,38.69,4
O003955,C00551,2025-09-23 04:19:27,已完成,支付宝,18.34,5
O003956,C00311,2025-07-15 15:33:27,已完成,支付宝,63.97,3
O003957,C00033,2025-06-12 19:34:43,已完成,微信支付,57.88,5
O003958,C00524,2024-12-28 10:40:22,已完成,支付宝,15.05,4
O003959,C01854,2024-12-10 02:18:32,已完成,微信支付,15.04,6
O003960,C01364,2024-01-14 03:20:56,已发货,微信支付,69.19,7
O003961,C00291,2025-04-16 21:21:02,已取消,支付宝,73.53,6
O003962,C00292,2025-03-31 05:25:44,已完成,支付宝,78.76,3
O003963,C00322,2024-01-07 13:17:23,已完成,微信支付,54.91,2
O003964,C00254,2024-05-06 22:11:32,已完成,微信支付,74.31,5
O003965,C01312,2024-01-15 09:30:54,待发货,支付宝,11.88,6
O003966,C01791,2024-07-08 01:51:36,已发货,货到付款,12.46,6
O003967,C01190,2024-01-05 19:01:25,待发货,支付宝,3.32,3
O003968,C00266,2024-11-11 18:39:58,已完成,支付宝,43.08,7
O003969,C00965,2024-12-31 15:48:36,已完成,支付宝,17.7,3
O003970,C01952,2024-11-30 21:49:09,已完成,微信支付,45.5,5
O003971,C00776,2024-06-10 18:51:05,已完成,微信支付,0.61,3
O003972,C01332,2025-02-16 16:19:20,已完成,微信支付,42.32,3
O003973,C00337,2025-08-15 08:06:43,已完成,银行卡,71.11,4
O003974,C00122,2024-08-04 01:59:25,已完成,微信支付,58.07,3
O003975,C00819,2024-08-21 17:41:10,已完成,微信支付,29.36,5
O003976,C00908,2025-03-04 20:21:59,已完成,支付宝,5.46,4
O003977,C01812,2024-06-25 16:51:11,已完成,支付宝,19.61,1
O003978,C01198,2024-09-10 15:21:05,已完成,支付宝,40.27,5
O003979,C00490,2024-12-14 17:44:22,已完成,微信支付,20.59,3
O003980,C00337,2024-10-24 06:57:06,已完成,货到付款,62.11,2
O003981,C00083,2025-08-18 02:46:35,已完成,微信支付,74.81,7
O003982,C01312,2025-09-10 15:39:26,已完成,微信支付,14.1,4
O003983,C01236,2024-11-04 22:11:55,已完成,银行卡,0.45,5
O003984,C01536,2024-12-11 03:56:10,已完成,货到付款,6.73,3
O003985,C00640,2025-11-30 01:25:16,已完成,货到付款,64.23,2
O003986,C00624,2025-01-28 16:37:41,已完成,支付宝,4.3,1
O003987,C00170,2025-12-27 10:36:41,已发货,银行卡,59.7,4
O003988,C00144,2025-07-12 21:14:21,已完成,微信支付,32.42,3
O003989,C00776,2024-07-16 11:36:55,已完成,银行卡,34.09,5
O003990,C01337,2024-06-22 12:23:50,已完成,支付宝,58.46,3
O003991,C00704,2024-05-22 01:20:36,已完成,微信支付,25.6,3
O003992,C01160,2025-08-10 22:51:44,已发货,微信支付,64.84,6
O003993,C00496,2024-08-16 07:43:32,已退款,支付宝,7.55,2
O003994,C00337,2025-06-03 10:29:28,已完成,支付宝,57.49,5
O003995,C01777,2025-03-02 15:01:32,已完成,货到付款,72.29,2
O003996,C00044,2025-08-23 20:42:50,已完成,银行卡,13.14,5
O003997,C00412,2025-07-04 19:44:00,已完成,银行卡,44.39,7
O003998,C00725,2024-03-08 18:09:06,已完成,微信支付,51.28,6
O003999,C00193,2024-09-10 02:45:28,已完成,支付宝,10.62,3
O004000,C01229,2025-02-12 02:23:34,已完成,支付宝,43.46,6
O004001,C01867,2025-08-08 19:43:10,已完成,支付宝,20.18,5
O004002,C01544,2025-06-15 21:50:36,已完成,微信支付,60.29,7
O004003,C01983,2025-03-09 14:42:01,已退款,支付宝,45.44,7
O004004,C01957,2025-08-11 21:56:14,已发货,微信支付,32.85,2
O004005,C01229,2024-11-27 07:04:27,已发货,微信支付,59.4,5
O004006,C00937,2024-03-01 08:19:02,已发货,微信支付,58.55,7
O004007,C00869,2025-09-27 04:03:38,已完成,微信支付,16.84,7
O004008,C00193,2025-02-18 19:10:32,已完成,支付宝,2.05,1
O004009,C01427,2025-08-11 16:22:33,已完成,微信支付,19.86,6
O004010,C01181,2024-10-30 05:01:30,已发货,支付宝,70.61,5
O004011,C00253,2025-04-08 23:23:41,已完成,银行卡,31.75,5
O004012,C01980,2024-09-04 00:07:39,已完成,支付宝,16.12,2
O004013,C01983,2024-11-08 18:06:39,已完成,支付宝,29.51,4
O004014,C00563,2024-05-13 04:50:12,已完成,微信支付,30.65,7
O004015,C01777,2025-06-28 18:44:41,已完成,支付宝,36.33,7
O004016,C01201,2024-07-27 11:27:10,已完成,支付宝,36.0,3
O004017,C01791,2024-08-12 05:34:01,已发货,银行卡,23.85,4
O004018,C01335,2024-09-24 01:17:58,已完成,银行卡,23.96,3
O004019,C00819,2024-11-24 14:29:10,已完成,支付宝,63.98,4
O004020,C01867,2025-03-30 03:46:06,待发货,微信支付,53.04,3
O004021,C01117,2025-06-05 10:31:18,已完成,支付宝,54.35,5
O004022,C00924,2025-06-03 22:47:59,已完成,货到付款,15.24,4
O004023,C00592,2024-11-16 21:29:51,已完成,货到付款,79.35,3
O004024,C01685,2025-01-06 11:21:43,已完成,未知,6.95,6
O004025,C01906,2024-05-09 17:53:11,已完成,微信支付,54.6,6
O004026,C00908,2025-02-14 19:54:37,已完成,银行卡,59.47,4
O004027,C01668,2025-10-03 14:13:49,已取消,微信支付,21.37,7
O004028,C00408,2024-12-20 04:27:20,已完成,微信支付,6.17,4
O004029,C00417,2025-11-12 19:46:15,已完成,支付宝,58.99,5
O004030,C00575,2024-05-19 02:15:52,已完成,微信支付,45.25,6
O004031,C01011,2025-06-25 12:44:07,已退款,微信支付,77.25,3
O004032,C00473,2025-06-13 18:53:54,已完成,微信支付,58.22,4
O004033,C01472,2025-06-05 13:14:28,已完成,微信支付,74.37,5
O004034,C00690,2025-05-27 08:09:43,已完成,微信支付,50.74,2
O004035,C01069,2024-01-26 09:56:22,已取消,支付宝,39.84,2
O004036,C00916,2025-06-28 11:59:42,已完成,微信支付,75.58,5
O004037,C01407,2025-01-25 17:51:55,已完成,支付宝,65.51,6
O004038,C01906,2025-02-16 23:36:29,已完成,支付宝,2.8,2
O004039,C01831,2024-02-25 18:05:12,已发货,微信支付,46.64,3
O004040,C00611,2024-06-06 07:54:04,已完成,银行卡,11.95,3
O004041,C01465,2025-11-01 02:11:55,已完成,微信支付,75.84,7
O004042,C00465,2024-08-23 11:10:59,已完成,银行卡,54.07,7
O004043,C00337,2024-11-01 20:43:39,已完成,货到付款,36.11,3
O004044,C00337,2024-06-07 15:23:00,已完成,银行卡,76.79,3
O004045,C00083,2025-05-08 07:52:53,已发货,支付宝,26.91,3
O004046,C00853,2025-06-28 02:52:29,已完成,支付宝,35.53,3
O004047,C01824,2025-11-05 06:48:14,已完成,微信支付,31.92,4
O004048,C01078,2025-03-20 17:50:22,已完成,货到付款,10.55,4
O004049,C01405,2024-07-24 16:32:56,已完成,微信支付,11.99,6
O004050,C01448,2024-03-14 10:52:46,已完成,支付宝,47.28,7
O004051,C01288,2024-07-17 08:54:35,已完成,支付宝,5.56,6
O004052,C00582,2025-04-29 04:16:44,待发货,银行卡,74.49,4
O004053,C00855,2025-12-15 23:25:50,待发货,支付宝,26.21,4
O004054,C01548,2024-03-22 10:37:37,已完成,微信支付,25.68,1
O004055,C00563,2024-10-26 18:51:18,已完成,微信支付,11.17,4
O004056,C01283,2025-05-30 11:23:04,已完成,未知,28.08,2
O004057,C00791,2025-03-29 13:15:07,已取消,货到付款,55.29,3
O004058,C00262,2025-05-20 15:19:14,已完成,微信支付,76.59,3
O004059,C01448,2024-12-22 08:47:46,已完成,支付宝,15.41,5
O004060,C00017,2024-07-18 22:31:05,已完成,支付宝,14.21,7
O004061,C01080,2025-01-07 10:15:07,已完成,微信支付,11.12,3
O004062,C00454,2024-10-20 18:42:58,已完成,微信支付,45.92,6
O004063,C00287,2025-06-14 21:39:24,已完成,支付宝,9.35,5
O004064,C00122,2024-05-31 09:31:07,已完成,微信支付,7.05,5
O004065,C01742,2025-01-21 05:37:52,已完成,银行卡,59.51,4
O004066,C01472,2025-12-02 23:13:58,已完成,微信支付,63.45,4
O004067,C01165,2025-02-23 18:10:30,已完成,支付宝,25.17,5
O004068,C00170,2024-06-27 18:48:06,已完成,微信支付,46.52,7
O004069,C00823,2025-11-11 22:40:37,已完成,支付宝,59.39,4
O004070,C00280,2024-07-02 00:58:51,已完成,微信支付,3.92,4
O004071,C00384,2025-07-04 22:56:57,已退款,微信支付,50.78,4
O004072,C00212,2024-04-15 02:21:34,已完成,支付宝,22.9,7
O004073,C00358,2025-09-13 03:27:56,已完成,支付宝,32.73,4
O004074,C01736,2024-06-03 05:50:49,已完成,支付宝,28.5,3
O004075,C00667,2024-11-01 02:00:09,已完成,微信支付,57.47,4
O004076,C01080,2025-12-09 02:51:38,已完成,微信支付,37.5,5
O004077,C00554,2025-04-01 03:10:39,待发货,微信支付,60.81,7
O004078,C01364,2024-07-16 11:15:46,已完成,微信支付,25.2,5
O004079,C01822,2024-01-01 08:28:31,已完成,微信支付,43.3,2
O004080,C01079,2024-01-08 08:42:43,已发货,微信支付,72.56,6
O004081,C01128,2024-07-23 04:21:35,已完成,支付宝,35.05,4
O004082,C01867,2025-02-19 23:56:15,已完成,微信支付,46.1,5
O004083,C01221,2025-01-09 07:46:29,已完成,支付宝,53.64,5
O004084,C00193,2025-11-06 11:44:56,已完成,支付宝,72.98,5
O004085,C01773,2025-07-13 03:46:50,已完成,支付宝,50.89,7
O004086,C00017,2025-11-07 05:01:38,已完成,支付宝,48.99,4
O004087,C00777,2025-02-05 05:49:19,已完成,微信支付,66.68,4
O004088,C01642,2024-12-10 23:36:12,已发货,支付宝,79.35,2
O004089,C00170,2025-03-23 04:11:17,已完成,微信支付,71.91,4
O004090,C00861,2024-10-11 12:46:18,已完成,支付宝,9.99,6
O004091,C01544,2024-06-14 13:06:57,已完成,银行卡,54.12,3
O004092,C01791,2025-08-31 01:37:31,已发货,支付宝,26.29,4
O004093,C00652,2025-06-04 08:34:23,已完成,货到付款,33.16,5
O004094,C01867,2024-08-31 01:01:52,已完成,微信支付,51.63,6
O004095,C01932,2024-12-10 04:22:22,已完成,微信支付,11.61,6
O004096,C01078,2024-06-20 16:07:47,已完成,微信支付,55.41,5
O004097,C00032,2025-03-20 13:56:38,已完成,微信支付,23.48,7
O004098,C00479,2024-09-28 11:48:18,已完成,微信支付,65.54,5
O004099,C01405,2025-10-02 05:59:57,已完成,银行卡,29.74,3
O004100,C00252,2025-02-20 14:29:41,已完成,支付宝,4.0,6
O004101,C00408,2024-11-09 21:19:59,已完成,货到付款,47.9,5
O004102,C01790,2025-07-03 20:57:00,已完成,银行卡,59.98,5
O004103,C01956,2025-10-28 04:18:16,待发货,支付宝,49.34,7
O004104,C00288,2025-08-17 16:24:19,已完成,银行卡,62.3,7
O004105,C00222,2025-01-19 05:08:40,已发货,微信支付,64.33,4
O004106,C01872,2024-09-26 20:49:50,已完成,银行卡,3.38,5
O004107,C00080,2025-05-27 11:07:07,已完成,支付宝,0.15,3
O004108,C00093,2025-08-17 17:02:09,已完成,支付宝,17.94,4
O004109,C00230,2025-12-18 12:49:40,已完成,支付宝,17.98,2
O004110,C01128,2024-12-18 16:50:21,已完成,银行卡,45.04,3
O004111,C00908,2025-05-31 22:51:41,已完成,银行卡,18.33,3
O004112,C01366,2024-08-06 03:51:00,待发货,微信支付,29.19,5
O004113,C00384,2024-03-29 21:08:31,待发货,微信支付,36.29,6
O004114,C00475,2024-07-08 11:21:01,已完成,微信支付,48.07,4
O004115,C00466,2024-01-17 03:45:57,待发货,银行卡,79.74,3
O004116,C00044,2025-02-02 10:18:08,已完成,微信支付,55.08,5
O004117,C01361,2024-10-12 01:46:10,已完成,支付宝,21.26,6
O004118,C01526,2025-06-03 12:54:06,已发货,微信支付,28.06,3
O004119,C00868,2025-04-27 11:57:13,已完成,银行卡,3.49,4
O004120,C01993,2024-05-28 09:46:29,已完成,银行卡,33.56,5
O004121,C00683,2025-06-02 10:47:37,已完成,支付宝,47.13,3
O004122,C00617,2024-06-06 14:35:54,已完成,微信支付,75.95,7
O004123,C00765,2024-01-07 19:04:52,已完成,银行卡,21.44,5
O004124,C01867,2025-12-12 09:26:05,已完成,微信支付,19.48,5
O004125,C00707,2024-02-01 00:57:25,已完成,支付宝,1.38,3
O004126,C00783,2024-09-13 13:54:52,已完成,货到付款,45.97,5
O004127,C00301,2025-05-11 22:14:09,已取消,支付宝,79.67,4
O004128,C00094,2024-10-09 09:44:40,已完成,货到付款,29.69,2
O004129,C01599,2024-10-19 02:18:25,已完成,支付宝,39.83,5
O004130,C00382,2025-06-18 21:25:10,已完成,支付宝,4.66,5
O004131,C01199,2025-04-18 10:38:03,已退款,货到付款,45.69,6
O004132,C01742,2025-02-11 08:29:17,已完成,支付宝,16.81,5
O004133,C00916,2025-10-11 07:36:00,已完成,银行卡,1.24,7
O004134,C00704,2024-04-14 17:05:11,已完成,银行卡,54.71,3
O004135,C00893,2024-12-27 03:17:32,已完成,微信支付,11.82,4
O004136,C00910,2024-06-28 14:48:47,已完成,微信支付,8.09,5
O004137,C01459,2024-02-11 08:37:30,已完成,支付宝,18.25,4
O004138,C00776,2025-12-18 09:50:43,已完成,未知,11.0,3
O004139,C01425,2025-06-23 05:57:04,已完成,银行卡,49.83,3
O004140,C00033,2024-06-16 19:21:18,已完成,未知,21.37,3
O004141,C00044,2024-11-04 10:15:39,已完成,支付宝,53.68,4
O004142,C00850,2024-06-20 22:18:03,已完成,支付宝,43.68,5
O004143,C00637,2025-06-06 19:34:35,已完成,支付宝,28.29,2
O004144,C01972,2024-09-21 18:15:10,已完成,支付宝,15.48,4
O004145,C01492,2025-11-05 10:23:25,已退款,货到付款,53.82,5
O004146,C01890,2024-06-13 22:10:37,已完成,支付宝,41.95,5
O004147,C01002,2024-09-20 14:23:59,已完成,微信支付,57.67,6
O004148,C01932,2025-11-09 10:56:05,已完成,支付宝,40.49,7
O004149,C00170,2025-10-10 08:25:33,已完成,微信支付,64.17,5
O004150,C00819,2024-08-06 21:45:32,已完成,支付宝,43.98,7
O004151,C01983,2025-01-07 06:25:03,已完成,未知,65.07,6
O004152,C01143,2025-10-09 21:26:36,已完成,支付宝,43.98,4
O004153,C00008,2025-06-01 05:39:04,待发货,银行卡,76.94,7
O004154,C00122,2025-05-11 18:06:41,已完成,支付宝,68.26,4
O004155,C00563,2025-05-26 06:21:12,已完成,支付宝,20.33,6
O004156,C01476,2025-11-05 20:08:07,已完成,支付宝,58.25,4
O004157,C00850,2025-02-09 20:11:04,已完成,支付宝,10.56,3
O004158,C00869,2024-06-04 17:42:27,已发货,微信支付,72.89,4
O004159,C00062,2024-12-29 23:10:14,已完成,微信支付,27.64,3
O004160,C01876,2025-06-20 12:12:27,已完成,支付宝,38.19,6
O004161,C00193,2025-01-17 20:34:53,已完成,微信支付,1.65,4
O004162,C00291,2024-08-21 13:20:50,已完成,微信支付,69.41,7
O004163,C01190,2025-05-30 00:07:45,已完成,支付宝,75.84,3
O004164,C01337,2024-12-13 10:57:28,已完成,货到付款,37.64,2
O004165,C01361,2025-12-06 00:55:06,已完成,微信支付,15.03,5
O004166,C01910,2024-09-22 15:34:24,已完成,银行卡,55.5,2
O004167,C00017,2025-06-16 03:31:01,已退款,未知,23.76,4
O004168,C00899,2025-03-14 07:48:07,已完成,微信支付,76.8,3
O004169,C01430,2024-03-20 20:58:18,已完成,微信支付,24.89,5
O004170,C01074,2024-12-27 17:06:41,已完成,微信支付,46.06,2
O004171,C01327,2024-02-03 08:05:47,已完成,未知,3.96,4
O004172,C01378,2025-07-29 12:19:37,已完成,支付宝,79.18,5
O004173,C01474,2025-06-24 13:18:15,已取消,支付宝,46.09,6
O004174,C00651,2024-02-25 08:53:43,已完成,微信支付,78.03,7
O004175,C01736,2025-01-25 17:30:59,已取消,微信支付,24.06,4
O004176,C01713,2025-12-05 03:48:39,已完成,微信支付,42.17,7
O004177,C01884,2024-07-30 10:40:45,已完成,银行卡,1.47,3
O004178,C00819,2025-10-27 06:43:52,已完成,微信支付,61.67,2
O004179,C00585,2024-05-16 16:57:42,已完成,支付宝,13.32,4
O004180,C01574,2024-01-08 15:35:52,已完成,支付宝,34.03,7
O004181,C00122,2025-02-22 19:46:17,已完成,微信支付,53.6,3
O004182,C01160,2024-06-29 08:16:18,已完成,微信支付,6.57,5
O004183,C01988,2025-10-05 05:15:10,已完成,支付宝,62.69,5
O004184,C01932,2025-06-02 00:35:10,已完成,银行卡,64.46,3
O004185,C01956,2025-06-06 20:54:33,已完成,银行卡,42.5,6
O004186,C01190,2025-06-02 07:03:55,已退款,微信支付,48.4,6
O004187,C00440,2025-06-04 18:30:13,已完成,微信支付,7.54,2
O004188,C01112,2025-07-02 08:12:42,已退款,微信支付,35.9,5
O004189,C00017,2025-06-01 07:53:04,已完成,微信支付,67.29,5
O004190,C00124,2025-08-30 05:31:58,已完成,货到付款,7.15,6
O004191,C01534,2025-03-16 18:02:31,已完成,微信支付,79.1,4
O004192,C00989,2024-09-21 06:00:29,已完成,微信支付,38.87,4
O004193,C01720,2024-12-25 07:38:21,已完成,微信支付,1.02,3
O004194,C01469,2024-12-03 16:13:57,已完成,未知,27.19,5
O004195,C01593,2024-09-06 12:02:25,已发货,支付宝,40.05,6
O004196,C01820,2024-11-10 17:09:07,已完成,微信支付,76.72,5
O004197,C00704,2024-10-23 02:09:33,已完成,微信支付,56.42,4
O004198,C00287,2024-04-17 23:20:35,已完成,微信支付,46.48,3
O004199,C00201,2025-08-27 05:43:44,已完成,微信支付,77.32,3
O004200,C00554,2025-07-08 02:51:29,已完成,货到付款,23.6,3
O004201,C00455,2024-09-10 02:31:16,已退款,支付宝,30.38,5
O004202,C00407,2025-11-18 07:56:00,已完成,未知,61.46,5
O004203,C00262,2025-11-23 10:47:59,已完成,支付宝,47.56,3
O004204,C01535,2025-09-16 01:09:11,已完成,支付宝,17.52,5
O004205,C01364,2024-02-03 14:44:21,已完成,支付宝,60.09,3
O004206,C01382,2024-10-10 14:13:09,待发货,微信支付,21.38,6
O004207,C01791,2024-12-18 18:57:14,已完成,支付宝,44.71,2
O004208,C00898,2025-06-17 00:50:03,已完成,支付宝,68.5,6
O004209,C01777,2025-05-10 02:03:20,已取消,微信支付,22.01,4
O004210,C01142,2025-06-03 04:10:56,已完成,微信支付,60.89,7
O004211,C00916,2025-07-14 10:26:13,已发货,银行卡,68.91,6
O004212,C00776,2025-11-22 14:44:57,已完成,货到付款,25.37,4
O004213,C00124,2025-03-11 04:33:38,已发货,微信支付,15.73,3
O004214,C01776,2025-10-27 08:05:53,待发货,微信支付,69.26,7
O004215,C01526,2025-08-16 12:37:37,已完成,支付宝,37.31,6
O004216,C00262,2024-09-10 13:38:59,已完成,支付宝,24.91,4
O004217,C00313,2025-08-15 12:55:33,已完成,支付宝,0.83,5
O004218,C01361,2024-04-21 15:15:49,已完成,银行卡,15.52,7
O004219,C00953,2024-05-22 18:02:02,已完成,银行卡,41.02,5
O004220,C01791,2025-12-27 20:44:55,已完成,微信支付,66.32,6
O004221,C00892,2024-11-21 23:42:01,已完成,微信支付,40.18,4
O004222,C01145,2024-12-20 09:31:11,已完成,微信支付,22.12,5
